"substudy_num","alpha_old","beta_old","alpha_var_old","beta_var_old","alpha","beta","alpha_variance","beta_variance","alpha_diff","beta_diff","alpha_var_diff","beta_var_diff","alpha_pct_change","beta_pct_change","alpha_var_pct_change","beta_var_pct_change"
252,0.0580808080808088,0.434909090909091,0.000219529640470093,0.00596390837495396,0.0580808080808088,0.434909090909091,0.000239034164292577,0.00766030897938531,0,0,1.9504523822484e-05,0.00169640060443135,0,0,8.88468809069648,28.4444444444397
255,1e-15,0.00302020202020202,NA,1.59422507907356e-08,1e-15,0.00302020202020202,2.15130747863278e-07,1.59422507907357e-08,0,0,NA,1.02570395956575e-22,0,0,NA,6.43387128135697e-13
256,0.581818181818182,-0.000131313131313131,0.00203345035596118,4.69808370241271e-09,0.581818181818182,-0.000131313131313131,0.00239698148082281,6.29881582262534e-09,0,0,0.00036353112486163,1.60073212021263e-09,0,0,17.8775510203993,34.0720149083428
257,0.0606060606060615,0.000335770646464647,0.00130140822781515,1.13916337080943e-08,0.0606060606060615,0.000335770646464647,0.00169979850163611,1.13916337080943e-08,0,0,0.00039839027382096,0,0,0,30.6122448979353,0
258,0.0482828282828283,-0.00112969696969697,6.0077678241827e-05,8.85157560272411e-08,0.0482828282828283,-0.00112969696969697,0.000104544407044628,1.82218635753621e-07,0,0,4.4466728802801e-05,9.37028797263799e-08,0,0,74.0153915786686,105.860112225603
259,0.242424242424243,0.0138585858585859,0.00484044182692472,0.000126684282528438,0.242424242424243,0.0138585858585859,0.00597585410731447,0.000258539352098854,0,0,0.00113541228038975,0.000131855069570416,0,0,23.456790123452,104.08163265224
260,1e-15,0.00149905454545455,NA,8.13920316453027e-07,1e-15,0.00149905454545455,0.000208225316450423,1.6610618703123e-06,0,0,NA,8.47141553859273e-07,0,0,NA,104.081632525184
261,1e-15,0.000464242424242424,NA,2.41416952455913e-07,1e-15,0.000464242424242424,0.000106237406352256,4.92687658073292e-07,0,0,NA,2.51270705617379e-07,0,0,NA,104.081632221933
265,0.00131313131313218,0.000164166262626263,NA,1.35381255898633e-09,0.00131313131313218,0.000164166262626263,1.9361767307695e-06,1.73001378048158e-09,0,0,NA,3.7620122149525e-10,0,0,NA,27.7882592472283
266,0.0582828282828283,-0.000828567606060606,3.25352056953789e-06,2.51021681780373e-09,0.0582828282828283,-0.000828567606060606,4.24949625409031e-06,4.46260767609551e-09,0,0,9.9597568455242e-07,1.95239085829178e-09,0,0,30.6122448885504,77.7777467933037
267,1e-15,5.06169696969697e-05,NA,1.18787980818284e-10,1e-15,5.06169696969697e-05,2.92816851258293e-07,1.58149678604224e-10,0,0,NA,3.936169778594e-11,0,0,NA,33.1358157253265
268,0.0119090909090909,-0.00012,5.1685162174163e-07,1.70003753580041e-10,0.0119090909090909,-0.00012,6.21727861324999e-07,2.34277384423157e-10,0,0,1.04876239583369e-07,6.4273630843116e-11,0,0,20.2913631241119,37.8069609758617
276,1e-15,0.0225252525252525,NA,2.76323493922222e-05,1e-15,0.0225252525252525,1.3014082278151e-05,3.82454662868127e-05,0,0,NA,1.06131168945905e-05,0,0,NA,38.4083044968798
277,1e-15,0.0351717171717172,NA,6.73137204632919e-05,1e-15,0.0351717171717172,2.15130747863307e-05,0.000105177688223894,0,0,NA,3.78639677606021e-05,0,0,NA,56.249999999165
278,1e-15,0.20530303030303,NA,0.00530275780408301,1e-15,0.20530303030303,0.139602591784763,0.00942712498503646,0,0,NA,0.00412436718095345,0,0,NA,77.7777777777631
279,0.0381818181818182,-0.00206060606060606,1.87402784805382e-05,2.44770984235601e-07,0.0381818181818182,-0.00206060606060606,2.47840182905118e-05,3.82454662868127e-07,0,0,6.0437398099736e-06,1.37683678632526e-07,0,0,32.2499999982793,56.2499997701935
280,0.0363636363636371,0.00090483402020202,4.31755459253466e-05,6.67440327830203e-07,0.0363636363636371,0.00090483402020202,4.84044182692467e-05,8.37237147230207e-07,0,0,5.2288723439001e-06,1.69796819400004e-07,0,0,12.1107266433181,25.4399999618843
281,0.0159090909090917,0.010738588040404,NA,2.13822197322035e-06,0.0159090909090917,0.010738588040404,0.000100991934413612,2.43282144508626e-06,0,0,NA,2.9459947186591e-07,0,0,NA,13.777777771334
282,2.07575757575758,-0.0477777777777778,0.0468506962013455,0.000443201875804138,2.07575757575758,-0.0477777777777778,0.0611927460589003,0.000862913333096212,0,0,0.0143420498575548,0.000419711457292074,0,0,30.6122448979587,94.6998377499214
