"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
103,131.760649453132,0.00545454545454627,0.0160606060606065,7.32042128145975e-06,131.760649453132,1.4997696969697e-05,4.22851515151515e-05,4.84567091557064e-11
