"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
70,456.633298798329,0.00202020202020282,0.005555555555556,8.13380142384309e-07,456.633298798329,0.263636363636364,0.393939393939394,0.00110493542444245
