"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
28,179.134429453974,0.00012121212121304,0.000787878787879262,2.89231338793635e-08,179.134429453974,1.23577777777778e-05,2.42044444444444e-05,9.13314186218705e-12
