"beta","likelihood"
-0.001572563,170.562577067553
-0.00135465832323232,167.087914879707
-0.00113675364646465,164.253034242997
-0.00091884896969697,161.911261296631
-0.000700944292929293,159.959953537862
-0.000483039616161616,158.324521013213
-0.000265134939393939,156.949100080761
-4.72302626262626e-05,155.790806689486
0.000170674414141414,154.816036133188
0.000388579090909091,153.99799214815
0.000606483767676768,153.31498553018
0.000824388444444444,152.749231510745
0.00104229312121212,152.285980200688
0.0012601977979798,151.912875291385
0.00147810247474747,151.619472775559
0.00169600715151515,151.39687412167
0.00191391182828283,151.237442784975
0.0021318165050505,151.134582376322
0.00234972118181818,151.082561111425
0.00256762585858586,151.07637145502
0.00278553053535354,151.11161684966
0.00300343521212121,151.184419515624
0.00322133988888889,151.291344807919
0.00343924456565657,151.429338703491
0.00365714924242424,151.595675789888
0.00387505391919192,151.787915719294
0.0040929585959596,152.00386653677
0.00431086327272727,152.24155362885
0.00452876794949495,152.499193296743
0.00474667262626263,152.775170157589
0.0049645773030303,153.068017732254
0.00518248197979798,153.376401699655
0.00540038665656566,153.699105393595
0.00561829133333333,154.035017194367
0.00583619601010101,154.383119528421
0.00605410068686869,154.742479238521
0.00627200536363636,155.112239126568
0.00648991004040404,155.491610503612
0.00670781471717172,155.879866608069
0.00692571939393939,156.276336774864
0.00714362407070707,156.680401256222
0.00736152874747475,157.091486609696
0.00757943342424242,157.509061581421
0.0077973381010101,157.932633422981
0.00801524277777778,158.361744588954
0.00823314745454545,158.795969769533
0.00845105213131313,159.234913218843
0.00866895680808081,159.678206344817
0.00888686148484848,160.125505530951
0.00910476616161616,160.576490164128
0.00932267083838384,161.030860845907
0.00954057551515151,161.488337767544
0.00975848019191919,161.948659231376
0.00997638486868687,162.411580303324
0.0101942895454545,162.876871583065
0.0104121942222222,163.344318079977
0.0106300988989899,163.813718184348
0.0108480035757576,164.284882724516
0.0110659082525253,164.757634101643
0.0112838129292929,165.231805494734
0.0115017176060606,165.70724012933
0.0117196222828283,166.183790603977
0.011937526959596,166.6613182692
0.0121554316363636,167.139692654278
0.0123733363131313,167.618790937565
0.012591240989899,168.098497456539
0.0128091456666667,168.578703254172
0.0130270503434343,169.059305658489
0.013244955020202,169.540207892547
0.0134628596969697,170.02131871229
0.0136807643737374,170.502552069987
0.013898669050505,170.983826801195
0.0141165737272727,171.465066333327
0.0143344784040404,171.946198414149
0.0145523830808081,172.427154858613
0.0147702877575758,172.907871312625
0.0149881924343434,173.388287032444
0.0152060971111111,173.868344678524
0.0154240017878788,174.347990122723
0.0156419064646465,174.827172267885
0.0158598111414141,175.305842878889
0.0160777158181818,175.783956424326
0.0162956204949495,176.261469928053
0.0165135251717172,176.738342829913
0.0167314298484848,177.214536854971
0.0169493345252525,177.69001589069
0.0171672392020202,178.164745871479
0.0173851438787879,178.638694670122
0.0176030485555556,179.11183199562
0.0178209532323232,179.584129297009
0.0180388579090909,180.055559672771
0.0182567625858586,180.526097785453
0.0184746672626263,180.995719781165
0.0186925719393939,181.464403213646
0.0189104766161616,181.932126972585
0.0191283812929293,182.398871215954
0.019346285969697,182.86461730608
0.0195641906464646,183.329347749227
0.0197820953232323,183.793046138479
0.02,184.255697099709
