"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
69,131.438741982197,NA,0.0021212121212127,NA,131.438741982197,0.527777777777778,0.96969696969697,0.0127090647247574
