"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
72,38.5158714496785,0.00303030303030388,0.0137373737373741,7.46052186108654e-06,38.5158714496785,-5.37373737373737e-05,0.000548989898989899,2.36412019268831e-08
