"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
12,59.3015326681675,NA,0.00101010101010176,NA,59.3015326681675,0.000680030303030303,0.00168721212121212,6.60151509056144e-08
