"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
101,335.927080588634,NA,0.00636363636363673,NA,335.927080588634,0.0196969696969697,0.0287878787878788,5.37826869658303e-06
