"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
52,142.608209722814,0.00242424242424334,0.0100000000000007,3.7349088170713e-06,142.608209722814,0.00333511111111111,0.00757725252525253,1.17111124125193e-06
