"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
71,881.37391660016,0.00525252525252599,0.00848484848484906,6.79919400654379e-07,881.37391660016,0.154545454545455,0.213131313131313,0.000223364146855621
