"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
185,68.4428689851156,0.00121212121212197,0.00277777777777822,1.59522105475748e-07,68.4428689851156,0.000393939393939394,0.0085959595959596,4.37793727837018e-06
