"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
74,190.739853752451,0.0180808080808081,0.0255050505050505,3.58700642791552e-06,190.739853752451,-0.0131224524444444,0.00624466364646465,2.44094378435255e-05
