"alpha","likelihood"
1e-15,221.943144756713
0.0015151515151525,212.978185963133
0.00303030303030401,206.178885293815
0.00454545454545551,200.732889607489
0.00606060606060702,196.245793896896
0.00757575757575852,192.480873124644
0.00909090909091003,189.28231507756
0.0106060606060615,186.541173932451
0.012121212121213,184.1778824505
0.0136363636363645,182.132365715223
0.015151515151516,180.358053538236
0.0166666666666676,178.818058581305
0.0181818181818191,177.482633127695
0.0196969696969706,176.327418201077
0.0212121212121221,175.332203487936
0.0227272727272736,174.480027620635
0.0242424242424251,173.756511710291
0.0257575757575766,173.14935664396
0.0272727272727281,172.647957815149
0.0287878787878796,172.243105646369
0.0303030303030311,171.926749833211
0.0318181818181826,171.691811623235
0.0333333333333341,171.532032791005
0.0348484848484856,171.441852988126
0.0363636363636371,171.416309276999
0.0378787878787886,171.450953183533
0.0393939393939401,171.541781713671
0.0409090909090916,171.685179595449
0.0424242424242431,171.87787061686
0.0439393939393946,172.116876388121
0.0454545454545461,172.399481205567
0.0469696969696977,172.723201962117
0.0484848484848492,173.085762256696
0.0500000000000007,173.485070016883
0.0515151515151522,173.919198076599
0.0530303030303037,174.386367251613
0.0545454545454552,174.884931536281
0.0560606060606067,175.413365109694
0.0575757575757582,175.970250891668
0.0590909090909097,176.554270431555
0.0606060606060612,177.164194947514
0.0621212121212127,177.798877362426
0.0636363636363642,178.457245206116
0.0651515151515157,179.138294273051
0.0666666666666672,179.841082940893
0.0681818181818187,180.564727068854
0.0696969696969702,181.308395406183
0.0712121212121217,182.071305450682
0.0727272727272732,182.852719705301
0.0742424242424247,183.651942287685
0.0757575757575762,184.468315853449
0.0772727272727278,185.301218798933
0.0787878787878793,186.150062713491
0.0803030303030308,187.01429005504
0.0818181818181823,187.893372025776
0.0833333333333338,188.786806627695
0.0848484848484853,189.694116879961
0.0863636363636368,190.614849182187
0.0878787878787883,191.548571809531
0.0893939393939398,192.494873527049
0.0909090909090913,193.45336231214
0.0924242424242428,194.423664175105
0.0939393939393943,195.405422068919
0.0954545454545458,196.39829488022
0.0969696969696973,197.401956494365
0.0984848484848488,198.416094928115
0.1,199.440411524163
0.101515151515152,200.474620202278
0.103030303030303,201.518446762357
0.104545454545455,202.571628235125
0.106060606060606,203.633912276616
0.107575757575758,204.705056602954
0.109090909090909,205.784828462236
0.110606060606061,206.873004140645
0.112121212121212,207.96936850016
0.113636363636364,209.073714545464
0.115151515151515,210.185843017862
0.116666666666667,211.305562014223
0.118181818181818,212.432686629098
0.11969696969697,213.567038618361
0.121212121212121,214.708446082827
0.122727272727273,215.85674317044
0.124242424242424,217.011769795742
0.125757575757576,218.173371375424
0.127272727272727,219.341398578884
0.128787878787879,220.515707092751
0.13030303030303,221.69615739848
0.131818181818182,222.882614562128
0.133333333333333,224.074948035538
0.134848484848485,225.273031468189
0.136363636363636,226.476742529027
0.137878787878788,227.68596273766
0.139393939393939,228.900577304323
0.140909090909091,230.120474978071
0.142424242424242,231.345547902707
0.143939393939394,232.57569147997
0.145454545454545,233.81080423954
0.146969696969697,235.05078771548
0.148484848484848,236.295546328703
0.15,237.544987275153
