"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
116,189.311337619337,NA,0.074747474747475,NA,189.311337619337,0.00203922727272727,0.00338144424242424,1.1723932695638e-07
