"beta","likelihood"
0.015,2447.34699499207
0.0151515151515152,2445.0719191117
0.0153030303030303,2442.92008847052
0.0154545454545455,2440.88753016687
0.0156060606060606,2438.97042391692
0.0157575757575758,2437.16509500564
0.0159090909090909,2435.46800762079
0.0160606060606061,2433.87575854596
0.0162121212121212,2432.38507119029
0.0163636363636364,2430.99278993432
0.0165151515151515,2429.69587477258
0.0166666666666667,2428.49139623505
0.0168181818181818,2427.37653057077
0.016969696969697,2426.34855517806
0.0171212121212121,2425.4048442667
0.0172727272727273,2424.54286473866
0.0174242424242424,2423.76017227463
0.0175757575757576,2423.05440761453
0.0177272727272727,2422.42329302097
0.0178787878787879,2421.8646289152
0.018030303030303,2421.37629067605
0.0181818181818182,2420.95622559263
0.0183333333333333,2420.60244996229
0.0184848484848485,2420.31304632601
0.0186363636363636,2420.08616083361
0.0187878787878788,2419.92000073178
0.0189393939393939,2419.81283196843
0.0190909090909091,2419.76297690707
0.0192424242424242,2419.76881214547
0.0193939393939394,2419.82876643312
0.0195454545454545,2419.9413186823
0.0196969696969697,2420.104996068
0.0198484848484848,2420.3183722121
0.02,2420.58006544742
0.0201515151515151,2420.88873715781
0.0203030303030303,2421.24309019022
0.0204545454545455,2421.64186733535
0.0206060606060606,2422.08384987338
0.0207575757575758,2422.56785618155
0.0209090909090909,2423.09274040072
0.0210606060606061,2423.65739115783
0.0212121212121212,2424.26073034175
0.0213636363636364,2424.90171192985
0.0215151515151515,2425.57932086296
0.0216666666666667,2426.29257196629
0.0218181818181818,2427.04050891433
0.021969696969697,2427.8222032376
0.0221212121212121,2428.63675336917
0.0222727272727273,2429.48328372941
0.0224242424242424,2430.36094384695
0.0225757575757576,2431.26890751434
0.0227272727272727,2432.20637197679
0.0228787878787879,2433.17255715253
0.023030303030303,2434.16670488336
0.0231818181818182,2435.18807821406
0.0233333333333333,2436.23596069937
0.0234848484848485,2437.30965573736
0.0236363636363636,2438.40848592797
0.0237878787878788,2439.53179245575
0.0239393939393939,2440.6789344956
0.0240909090909091,2441.84928864071
0.0242424242424242,2443.04224835152
0.0243939393939394,2444.25722342508
0.0245454545454545,2445.4936394837
0.0246969696969697,2446.75093748226
0.0248484848484848,2448.0285732333
0.025,2449.32601694923
0.0251515151515152,2450.64275280086
0.0253030303030303,2451.9782784917
0.0254545454545455,2453.33210484725
0.0256060606060606,2454.70375541882
0.0257575757575758,2456.09276610117
0.0259090909090909,2457.49868476348
0.0260606060606061,2458.92107089315
0.0262121212121212,2460.35949525177
0.0263636363636364,2461.81353954304
0.0265151515151515,2463.28279609184
0.0266666666666667,2464.76686753439
0.0268181818181818,2466.26536651868
0.026969696969697,2467.77791541512
0.0271212121212121,2469.30414603678
0.0272727272727273,2470.84369936895
0.0274242424242424,2472.39622530767
0.0275757575757576,2473.96138240686
0.0277272727272727,2475.53883763378
0.0278787878787879,2477.12826613236
0.028030303030303,2478.72935099435
0.0281818181818182,2480.34178303777
0.0283333333333333,2481.96526059255
0.0284848484848485,2483.59948929293
0.0286363636363636,2485.2441818766
0.0287878787878788,2486.89905799014
0.0289393939393939,2488.56384400056
0.0290909090909091,2490.23827281289
0.0292424242424242,2491.92208369332
0.0293939393939394,2493.61502209795
0.0295454545454545,2495.31683950682
0.0296969696969697,2497.02729326305
0.0298484848484848,2498.74614641691
0.03,2500.47316757471
