"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
282,31.6324355593157,1.71212121212121,2.56060606060606,0.0468506962013455,31.6324355593157,-0.0727272727272727,0.0097979797979798,0.000443201875804138
