"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
172,89.3038952381051,0.0084848484848492,0.0209090909090912,1.0045410754395e-05,89.3038952381051,0.000547737111111111,0.00383542372727273,7.03410251333313e-07
