"beta","likelihood"
0.000169934,250.852309892103
0.000364170414141414,192.362226870324
0.000558406828282828,163.670403929765
0.000752643242424242,146.072896762507
0.000946879656565657,134.171777222504
0.00114111607070707,125.670578352336
0.00133535248484848,119.388144732039
0.0015295888989899,114.642500028779
0.00172382531313131,111.007706007119
0.00191806172727273,108.202105529921
0.00211229814141414,106.031171304942
0.00230653455555556,104.355867152949
0.00250077096969697,103.074022495563
0.00269500738383838,102.10881536951
0.0028892437979798,101.401358573218
0.00308348021212121,100.905764128089
0.00327771662626263,100.585762690268
0.00347195304040404,100.412330673117
0.00366618945454545,100.361988911435
0.00386042586868687,100.415559855853
0.00405466228282828,100.55724461785
0.0042488986969697,100.773927397514
0.00444313511111111,101.054644317125
0.00463737152525253,101.390172947354
0.00483160793939394,101.772711661451
0.00502584435353535,102.195626685338
0.00522008076767677,102.653250748719
0.00541431718181818,103.14072148139
0.0056085535959596,103.653850718033
0.00580279001010101,104.189018053247
0.00599702642424242,104.743083579469
0.00619126283838384,105.313315915246
0.00638549925252525,105.897332507835
0.00657973566666667,106.49304985442
0.00677397208080808,107.098641788043
0.0069682084949495,107.712504359061
0.00716244490909091,108.33322614
0.00735668132323232,108.95956301296
0.00755091773737374,109.590416679864
0.00774515415151515,110.224816278763
0.00793939056565657,110.861902602798
0.00813362697979798,111.500914508976
0.0083278633939394,112.141177176507
0.00852209980808081,112.782091933151
0.00871633622222222,113.423127415491
0.00891057263636364,114.06381186782
0.00910480905050505,114.703726415996
0.00929904546464646,115.3424991787
0.00949328187878788,115.979800099988
0.00968751829292929,116.615336404894
0.00988175470707071,117.248848594601
0.0100759911212121,117.880106910101
0.0102702275353535,118.508908203608
0.010464463949495,119.135073165665
0.0106587003636364,119.758443863269
0.0108529367777778,120.378881550485
0.0110471731919192,120.996264718324
0.0112414096060606,121.610487355099
0.011435646020202,122.221457392294
0.0116298824343434,122.829095314264
0.0118241188484848,123.433332912829
0.0120183552626263,124.034112170277
0.0122125916767677,124.631384256314
0.0124068280909091,125.225108626321
0.0126010645050505,125.815252209777
0.0127953009191919,126.401788679094
0.0129895373333333,126.984697790223
0.0131837737474747,127.563964787443
0.0133780101616162,128.139579865589
0.0135722465757576,128.711537683776
0.013766482989899,129.27983692533
0.0139607194040404,129.844479899239
0.0141549558181818,130.405472178934
0.0143491922323232,130.962822274717
0.0145434286464646,131.516541336479
0.0147376650606061,132.066642883779
0.0149319014747475,132.613142560624
0.0151261378888889,133.156057912581
0.0153203743030303,133.695408184094
0.0155146107171717,134.231214134108
0.0157088471313131,134.763497868282
0.0159030835454545,135.292282686247
0.016097319959596,135.817592942529
0.0162915563737374,136.339453919895
0.0164857927878788,136.857891713969
0.0166800292020202,137.37293312813
0.0168742656161616,137.88460557776
0.017068502030303,138.392937002996
0.0172627384444444,138.897955789263
0.0174569748585859,139.39969069488
0.0176512112727273,139.898170785126
0.0178454476868687,140.393425372217
0.0180396841010101,140.885483960662
0.0182339205151515,141.374376197554
0.0184281569292929,141.860131827363
0.0186223933434343,142.342780650847
0.0188166297575758,142.822352487738
0.0190108661717172,143.298877142876
0.0192051025858586,143.772384375504
0.019399339,144.242903871461
