"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
98,100.750545107265,NA,0.0115151515151521,NA,100.750545107265,0.00878787878787879,0.0184848484848485,6.11927460589003e-06
