"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
222,61.5466859954674,NA,0.061616161616162,NA,61.5466859954674,0.0199087144949495,0.0484149387373737,5.28819255361943e-05
