"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
175,21.0852414422796,NA,0.0111111111111119,NA,21.0852414422796,0.00804804651515151,0.0376611901515152,5.70685571134361e-05
