"substudy","min_alpha_nll","alpha_ci_lower","alpha_ci_upper","alpha_variance","min_beta_nll","beta_ci_lower","beta_ci_upper","beta_variance"
112,34.1010624348056,NA,0.0159090909090917,NA,34.1010624348056,0.0246393939393939,0.0876434343434343,0.000258323947524076
